അവൻ,third,singular,nominative,masculine
അവൾ,third,singular,nominative,feminine
അത്,third,singular,nominative,neuter
അവനെ,third,singular,accusative,masculine
അവന്റെ,third,singular,genitive,masculine,determination=dependent
അവന്റെത്,third,singular,genitive,masculine,determination=independent
അവളെ,third,singular,accusative,feminine
അവളുടെ,third,singular,genitive,feminine,determination=dependent
അവളുടേതു്,third,singular,genitive,feminine,determination=independent
അതിനെ,third,singular,accusative,neuter
അതിന്റെ,third,singular,genitive,neuter,determination=dependent
അതിന്റേതു്,third,singular,genitive,neuter,determination=independent
അവനിൽ,third,singular,locative,masculine
അവനാൽ,third,singular,instrumental,masculine
അവനോടു്,third,singular,sociative,masculine
അവളിൽ,third,singular,locative,feminine
അവളാൽ,third,singular,instrumental,feminine
അവളോടു്,third,singular,sociative,feminine
അതിൽ,third,singular,locative,neuter
അതാൽ,third,singular,instrumental,neuter
അതോടു്,third,singular,sociative,neuter
അവർ,third,plural,nominative
അവരെ,third,plural,accusative
അവരുടെ,third,plural,genitive,determination=dependent
അവരുടേതു്,third,plural,genitive,determination=independent
അവരിൽ,third,plural,locative
അവരാൽ,third,plural,instrumental
അവരോടു്,third,plural,sociative
നീ,second,singular,nominative,informal
താങ്കൾ,second,singular,nominative,formal
നിനക്ക്,second,singular,dative,informal
താങ്കൾക്ക്,second,singular,dative,formal
നിനെ,second,singular,accusative,informal
താങ്കളെ,second,singular,accusative,formal
നിന്റെ,second,singular,genitive,informal,determination=dependent
നിന്റേതു്,second,singular,genitive,informal,determination=independent
താങ്കളുടെ,second,singular,genitive,formal,determination=dependent
താങ്കളുടേതു്,second,singular,genitive,formal,determination=independent
നിനിൽ,second,singular,locative,informal
നിനാൽ,second,singular,instrumental,informal
നിനോടു്,second,singular,sociative,informal
താങ്കളിൽ,second,singular,locative,formal
താങ്കളാൽ,second,singular,instrumental,formal
താങ്കളോടു്,second,singular,sociative,formal
നിങ്ങൾ,second,plural,nominative,formal
നിങ്ങളെ,second,plural,accusative,formal
നിങ്ങൾക്ക്,second,plural,dative,formal
നിങ്ങളുടെ,second,plural,genitive,formal,determination=dependent
നിങ്ങളുടേതു്,second,plural,genitive,formal,determination=independent
നിങ്ങളിൽ,second,plural,locative,formal
നിങ്ങളാൽ,second,plural,instrumental,formal
നിങ്ങളോടു്,second,plural,sociative,formal
ഞാൻ,first,singular,nominative,exclusive
എനിക്ക്,first,singular,dative
നമുക്ക്,first,plural,dative,inclusive
എന്നെ,first,singular,accusative,exclusive
നമ്മെ,first,plural,accusative,inclusive
എന്റെ,first,singular,genitive,determination=dependent,exclusive
എന്റേത്,first,singular,genitive,determination=independent,exclusive
എന്നിൽ,first,singular,locative
എന്നാൽ,first,singular,instrumental
എന്നോടു്,first,singular,sociative
ഞങ്ങൾ,first,plural,nominative,exclusive
നാം,first,plural,nominative,inclusive
ഞങ്ങളെ,first,plural,accusative,exclusive
ഞങ്ങൾക്ക്,first,plural,dative,exclusive
ഞങ്ങളുടെ,first,plural,genitive,exclusive,determination=dependent
ഞങ്ങളുടേത്,first,plural,genitive,exclusive,determination=independent
നമ്മുടെ,first,plural,genitive,inclusive,determination=dependent
നമ്മുടേതു്,first,plural,genitive,inclusive,determination=independent
ഞങ്ങളിലു്,first,plural,locative,exclusive
ഞങ്ങളാൽ,first,plural,instrumental,exclusive
ഞങ്ങളോടു്,first,plural,sociative,exclusive
താൻ,third,singular,nominative,reflexive
തങ്ങൾ,third,plural,nominative,formal,reflexive
