aren't,are,not
c'mon,come,on
can't,can,not
cap'n,captain
could've,could,have
coulda,could,have
couldn't,could,not
d'you,do,you
daren't,dare,not
dat's,that,is
didn't,did,not
doesn't,does,not
don't,do,not
g'day,good,day
gonna,going,to
hadn't,had,not
hasn't,has,not
haven't,have,not
he'd,he,had
he'll,he,will
he's,he,is
here'll,here,will
here're,here,are
here's,here,is
how'd,how,did
how'll,how,will
how're,how,are
how's,how,is
how've,how,have
i'd,i,had
i'd've,i,would,have
i'll,i,will
i'm,i,am
i'mma,i,am,going,to
i've,i,have
isn't,is,not
it'd,it,had
it'll,it,will
it's,it,is
let's,let,us
ma'am,madam
mayn't,may,not
might've,might,have
mightn't,might,not
mighta,might,have
must've,must,have
musta,must,have
mustn't,must,not
needn't,need,not
not've,not,have
now's,now,is
oughtn't,ought,not
shan't,shall,not
she'd,she,had
she'll,she,will
she's,she,is
should've,should,have
shoulda,should,have
shouldn't,should,not
somebody'd,somebody,had
somebody'll,somebody,will
someone'd,someone,had
someone'll,someone,will
someone's,someone,is
something'll,something,will
something's,something,is
that'd,that,would
that'll,that,will
that's,that,is
that've,that,have
there'd,there,had
there'll,there,will
there're,there,are
there's,there,is
there've,there,have
they'd,they,had
they'd've,they,would,have
they'll,they,will
they're,they,are
they've,they,have
this'd,this,would
this'll,this,will
this's,this,is
tis,it,is
twas,it,was
wanna,want,to
wasn't,was,not
we'd,we,had
we'll,we,will
we're,we,are
we've,we,have
weren't,were,not
what'd,what,did
what'll,what,will
what're,what,are
what's,what,is
what've,what,have
whatever's,whatever,is
when'd,when,did
when'll,when,will
when's,when,is
where'd,where,did
where'll,where,will
where're,where,are
where's,where,is
where've,where,have
who'd,who,would
who'll,who,will
who're,who,are
who's,who,is
who've,who,have
woulda,would,have
why'd,why,did
why'll,why,will
why're,why,are
why's,why,is
why've,why,have
won't,will,not
would've,would,have
wouldn't,would,not
y'all,you,all
you'd,you,would
you'll,you,will
you're,you,are
you've,you,have
